,rank,sum_expose,sum_click,ctr
255,756,1715,2,0.001166180758017
1395,757,1715,3,0.001749271137026
1138,758,1714,6,0.003500583430571
708,759,1714,7,0.0040840140023330005
172,760,1695,1,0.0005899705014749262
1018,761,1695,2,0.001179941002949
729,762,1694,5,0.0029515938606840004
63,763,1575,2,0.001269841269841
860,764,1574,5,0.003176620076238
566,765,1573,1,0.0006357279084551812
1815,766,1573,4,0.00254291163382
1713,767,1573,1,0.0006357279084551812
1431,768,1573,3,0.001907183725365
395,769,1573,3,0.001907183725365
1263,770,1573,2,0.00127145581691
1637,771,1573,0,0.0
1457,772,1573,3,0.001907183725365
288,773,1572,3,0.001908396946564
1232,774,1572,7,0.004452926208651
1000,775,1571,4,0.0025461489497130003
743,776,1570,6,0.0038216560509550003
118,777,1570,1,0.0006369426751592356
923,778,1569,5,0.0031867431485020003
420,779,1569,2,0.0012746972594000002
1838,780,1569,4,0.0025493945188010004
1221,781,1568,1,0.0006377551020408163
1130,782,1568,2,0.001275510204081
695,783,1477,5,0.003385240352064
143,784,1476,3,0.0020325203252030003
822,785,1476,4,0.002710027100271
453,786,1476,4,0.002710027100271
1880,787,1476,3,0.0020325203252030003
1795,788,1475,2,0.001355932203389
1591,789,1474,2,0.0013568521031200001
320,790,1474,2,0.0013568521031200001
1816,791,1474,2,0.0013568521031200001
1714,792,1474,6,0.004070556309362
1432,793,1474,3,0.002035278154681
397,794,1474,2,0.0013568521031200001
1264,795,1472,4,0.0027173913043470003
1019,796,1471,2,0.001359619306594
730,797,1471,2,0.001359619306594
64,798,1471,2,0.001359619306594
861,799,1471,2,0.001359619306594
567,800,1467,5,0.0034083162917510003
1839,801,1459,0,0.0
1638,802,1459,3,0.002056202878684
1458,803,1366,3,0.002196193265007
289,804,1366,3,0.002196193265007
1233,805,1366,2,0.0014641288433380002
1001,806,1366,1,0.000732064421669107
744,807,1366,1,0.000732064421669107
119,808,1366,4,0.0029282576866760004
924,809,1366,2,0.0014641288433380002
421,810,1366,5,0.003660322108345
1157,811,1366,0,0.0
683,812,1366,0,0.0
186,813,1366,0,0.0
907,814,1366,4,0.0029282576866760004
434,815,1365,2,0.001465201465201
1875,816,1365,1,0.0007326007326007326
1724,817,1365,4,0.002930402930402
1412,818,1365,0,0.0
337,819,1365,7,0.005128205128205001
1293,820,1365,0,0.0
422,821,1366,7,0.005124450951683001
1840,822,1366,2,0.0014641288433380002
1639,823,1259,2,0.0015885623510720002
1459,824,1259,0,0.0
290,825,1259,3,0.002382843526608
1234,826,1259,3,0.002382843526608
1002,827,1259,0,0.0
745,828,1259,1,0.0007942811755361397
120,829,1259,1,0.0007942811755361397
925,830,1259,3,0.002382843526608
1371,831,1259,3,0.002382843526608
1126,832,1259,2,0.0015885623510720002
751,833,1258,3,0.002384737678855
152,834,1258,3,0.002384737678855
839,835,1258,4,0.003179650238473
562,836,1257,2,0.001591089896579
1802,837,1257,0,0.0
1768,838,1256,4,0.0031847133757960003
1595,839,1256,6,0.004777070063694
379,840,1256,2,0.0015923566878980001
1536,841,1258,3,0.002384737678855
369,842,1258,2,0.0015898251192360002
1375,843,1199,6,0.005004170141784
1191,844,1197,5,0.004177109440267
777,845,1197,3,0.00250626566416
191,846,1197,5,0.004177109440267
843,847,1197,3,0.00250626566416
444,848,1197,4,0.0033416875522130005
1886,849,1197,2,0.0016708437761060002
1628,850,1197,3,0.00250626566416
809,851,1197,1,0.0008354218880534671
533,852,1197,2,0.0016708437761060002
1970,853,1197,2,0.0016708437761060002
1739,854,1197,2,0.0016708437761060002
1556,855,1197,6,0.00501253132832
213,856,1197,5,0.004177109440267
1269,857,1196,8,0.006688963210702
1152,858,1196,4,0.003344481605351
667,859,1196,1,0.0008361204013377925
88,860,1196,3,0.0025083612040130003
1749,861,1195,4,0.0033472803347280003
1452,862,1195,5,0.004184100418410001
242,863,1128,2,0.0017730496453900002
1350,864,1128,0,0.0
1068,865,1128,3,0.002659574468085
721,866,1128,1,0.0008865248226950355
9,867,1128,4,0.0035460992907800004
864,868,1128,6,0.00531914893617
483,869,1126,4,0.003552397868561
1952,870,1126,0,0.0
144,871,1126,2,0.00177619893428
823,872,1125,3,0.002666666666666
454,873,1125,4,0.003555555555555
1881,874,1125,1,0.0008888888888888889
1796,875,1124,4,0.003558718861209
1592,876,1119,4,0.003574620196604
321,877,1118,0,0.0
1222,878,1118,2,0.0017889087656520002
1131,879,1118,2,0.0017889087656520002
696,880,1118,3,0.002683363148479
1205,881,1113,6,0.005390835579514
1172,882,1113,5,0.004492362982929
701,883,1043,1,0.0009587727708533077
2,884,1043,3,0.002876318312559
873,885,1043,2,0.0019175455417060003
459,886,1043,2,0.0019175455417060003
1956,887,1043,1,0.0009587727708533077
1623,888,1043,1,0.0009587727708533077
1466,889,1043,2,0.0019175455417060003
359,890,1043,4,0.003835091083413
1831,891,1043,2,0.0019175455417060003
1755,892,1043,3,0.002876318312559
1403,893,1043,2,0.0019175455417060003
206,894,1042,7,0.006717850287907
1292,895,1042,1,0.0009596928982725529
1086,896,1042,3,0.002879078694817
611,897,1042,0,0.0
78,898,1042,5,0.004798464491362
986,899,1042,1,0.0009596928982725529
593,900,1041,3,0.002881844380403
347,901,1034,2,0.0019342359767890002
1319,902,1034,1,0.0009671179883945841
1038,903,978,3,0.0030674846625760002
739,904,978,3,0.0030674846625760002
39,905,978,1,0.001022494887525
919,906,976,1,0.001024590163934
500,907,976,1,0.001024590163934
1973,908,976,0,0.0
1602,909,974,1,0.001026694045174
1441,910,969,3,0.0030959752321980004
404,911,967,3,0.0031023784901750002
1901,912,967,5,0.005170630816959
1709,913,967,5,0.005170630816959
1529,914,961,3,0.0031217481789800002
269,915,961,8,0.008324661810613001
1304,916,961,7,0.007284079084287001
1082,917,961,4,0.004162330905306
735,918,961,4,0.004162330905306
113,919,959,3,0.003128258602711
881,920,959,0,0.0
48,921,955,2,0.002094240837696
970,922,955,1,0.001047120418848
572,923,898,2,0.0022271714922040002
1813,924,898,2,0.0022271714922040002
1688,925,898,1,0.0011135857461020001
1502,926,897,3,0.003344481605351
228,927,897,2,0.0022296544035670003
1331,928,896,1,0.001116071428571
1014,929,896,2,0.002232142857142
636,930,895,3,0.0033519553072620003
1425,931,895,2,0.0022346368715080002
387,932,895,0,0.0
1387,933,895,0,0.0
1051,934,893,3,0.003359462486002
789,935,893,2,0.0022396416573340003
20,936,892,2,0.002242152466367
894,937,892,3,0.0033632286995510003
545,938,892,2,0.002242152466367
1869,939,892,0,0.0
1790,940,892,5,0.005605381165919
1074,941,889,3,0.0033745781777270003
604,942,887,5,0.0056369785794810005
127,943,842,0,0.0
962,944,842,2,0.002375296912114
475,945,842,2,0.002375296912114
1849,946,842,4,0.004750593824228
1696,947,842,4,0.004750593824228
1417,948,842,2,0.002375296912114
342,949,842,2,0.002375296912114
1229,950,842,4,0.004750593824228
1624,951,842,3,0.0035629453681710003
1467,952,842,1,0.001187648456057
361,953,842,2,0.002375296912114
1206,954,842,0,0.0
1173,955,842,0,0.0
702,956,841,1,0.001189060642092
3,957,841,1,0.001189060642092
874,958,841,2,0.002378121284185
460,959,841,1,0.001189060642092
1957,960,841,0,0.0
602,961,843,4,0.004744958481613
96,962,843,1,0.0011862396204030002
982,963,798,0,0.0
592,964,798,1,0.00125313283208
1929,965,798,0,0.0
1651,966,798,3,0.00375939849624
1551,967,798,3,0.00375939849624
250,968,798,1,0.00125313283208
1362,969,798,0,0.0
1035,970,798,1,0.00125313283208
1581,971,798,1,0.00125313283208
310,972,798,1,0.00125313283208
1211,973,798,3,0.00375939849624
1120,974,798,2,0.00250626566416
755,975,798,1,0.00125313283208
25,976,798,2,0.00250626566416
973,977,798,1,0.00125313283208
550,978,796,2,0.00251256281407
1938,979,796,1,0.001256281407035
1669,980,796,1,0.001256281407035
1003,981,794,2,0.002518891687657
746,982,794,4,0.005037783375314
121,983,750,3,0.004
926,984,750,0,0.0
423,985,749,2,0.0026702269692920003
1841,986,749,0,0.0
1640,987,749,0,0.0
1460,988,749,3,0.0040053404539380005
291,989,748,1,0.001336898395721
1235,990,748,2,0.002673796791443
1797,991,748,3,0.004010695187165
1593,992,747,2,0.0026773761713520003
322,993,747,3,0.004016064257028
1223,994,746,1,0.0013404825737260001
1132,995,746,0,0.0
697,996,746,0,0.0
145,997,746,2,0.0026809651474530003
824,998,746,4,0.005361930294906001
455,999,744,1,0.001344086021505
1882,1000,741,2,0.0026990553306340003
511,1001,737,1,0.0013568521031200001
1895,1002,737,1,0.0013568521031200001
1761,1003,696,1,0.001436781609195
1434,1004,696,1,0.001436781609195
300,1005,696,2,0.00287356321839
1257,1006,696,1,0.001436781609195
1185,1007,696,1,0.001436781609195
619,1008,695,0,0.0
137,1009,695,0,0.0
832,1010,694,0,0.0
1270,1011,694,3,0.004322766570605
1153,1012,694,2,0.002881844380403
668,1013,694,0,0.0
89,1014,694,4,0.005763688760806
810,1015,694,2,0.002881844380403
534,1016,694,2,0.002881844380403
1986,1017,694,1,0.0014409221902010002
1740,1018,694,0,0.0
1557,1019,693,2,0.0028860028860020004
214,1020,693,0,0.0
49,1021,693,0,0.0
971,1022,692,2,0.002890173410404
573,1023,668,1,0.001497005988023
1821,1024,668,0,0.0
1689,1025,668,1,0.001497005988023
1503,1026,668,4,0.005988023952095
229,1027,668,1,0.001497005988023
1332,1028,668,0,0.0
1015,1029,668,0,0.0
637,1030,668,0,0.0
334,1031,667,0,0.0
1280,1032,666,0,0.0
1164,1033,666,2,0.0030030030030030004
693,1034,666,0,0.0
168,1035,666,1,0.0015015015015010002
951,1036,665,2,0.0030075187969920004
578,1037,665,2,0.0030075187969920004
1906,1038,665,3,0.004511278195488
1656,1039,665,2,0.0030075187969920004
1508,1040,665,3,0.004511278195488
1717,1041,663,1,0.001508295625942
1478,1042,663,1,0.001508295625942
296,1043,629,1,0.0015898251192360002
1339,1044,629,0,0.0
1144,1045,629,2,0.003179650238473
680,1046,629,0,0.0
72,1047,629,1,0.0015898251192360002
900,1048,629,1,0.0015898251192360002
495,1049,629,0,0.0
1920,1050,629,2,0.003179650238473
722,1051,629,2,0.003179650238473
10,1052,628,2,0.0031847133757960003
865,1053,628,2,0.0031847133757960003
484,1054,628,1,0.0015923566878980001
1953,1055,628,0,0.0
1750,1056,628,2,0.0031847133757960003
1453,1057,628,2,0.0031847133757960003
243,1058,628,2,0.0031847133757960003
1351,1059,628,1,0.0015923566878980001
1069,1060,628,0,0.0
1844,1061,627,0,0.0
1646,1062,627,1,0.001594896331738
1472,1063,600,1,0.0016666666666660002
236,1064,600,0,0.0
1217,1065,600,1,0.0016666666666660002
1063,1066,600,2,0.003333333333333
649,1067,600,3,0.005
159,1068,600,4,0.006666666666666
913,1069,600,1,0.0016666666666660002
469,1070,600,1,0.0016666666666660002
1168,1071,600,2,0.003333333333333
660,1072,600,0,0.0
106,1073,600,1,0.0016666666666660002
946,1074,600,0,0.0
418,1075,600,1,0.0016666666666660002
1964,1076,600,1,0.0016666666666660002
1612,1077,600,0,0.0
1548,1078,600,1,0.0016666666666660002
392,1079,600,1,0.0016666666666660002
1284,1080,600,3,0.005
219,1081,599,1,0.001669449081803
1271,1082,599,0,0.0
1154,1083,578,0,0.0
669,1084,578,2,0.0034602076124560003
90,1085,578,0,0.0
811,1086,577,0,0.0
535,1087,577,0,0.0
1987,1088,577,0,0.0
1741,1089,577,4,0.006932409012131001
1568,1090,577,1,0.0017331022530320001
882,1091,577,1,0.0017331022530320001
405,1092,577,0,0.0
1939,1093,577,1,0.0017331022530320001
1710,1094,577,0,0.0
1530,1095,577,1,0.0017331022530320001
270,1096,577,1,0.0017331022530320001
1308,1097,577,0,0.0
1108,1098,576,2,0.0034722222222220004
736,1099,576,1,0.0017361111111110002
114,1100,575,4,0.0069565217391300005
1596,1101,575,1,0.001739130434782
380,1102,575,1,0.001739130434782
1372,1103,554,1,0.0018050541516240002
1127,1104,554,3,0.005415162454873001
752,1105,554,0,0.0
153,1106,554,1,0.0018050541516240002
840,1107,554,0,0.0
563,1108,554,1,0.0018050541516240002
1803,1109,554,0,0.0
1769,1110,553,0,0.0
180,1111,553,1,0.001808318264014
956,1112,553,3,0.005424954792043001
427,1113,553,0,0.0
1934,1114,553,1,0.001808318264014
1680,1115,553,1,0.001808318264014
1515,1116,553,0,0.0
263,1117,553,2,0.003616636528028
1346,1118,553,5,0.009041591320072
1098,1119,553,1,0.001808318264014
774,1120,553,1,0.001808318264014
844,1121,553,0,0.0
445,1122,553,1,0.001808318264014
1887,1123,525,2,0.0038095238095230003
1629,1124,525,0,0.0
1538,1125,525,1,0.001904761904761
370,1126,525,3,0.0057142857142850004
1376,1127,525,3,0.0057142857142850004
1192,1128,525,1,0.001904761904761
778,1129,525,0,0.0
192,1130,525,1,0.001904761904761
220,1131,525,0,0.0
1272,1132,525,2,0.0038095238095230003
1177,1133,525,1,0.001904761904761
672,1134,525,1,0.001904761904761
91,1135,525,1,0.001904761904761
812,1136,525,1,0.001904761904761
536,1137,525,0,0.0
1988,1138,525,2,0.0038095238095230003
1742,1139,525,2,0.0038095238095230003
1569,1140,525,1,0.001904761904761
612,1141,524,3,0.005725190839694001
79,1142,524,1,0.001908396946564
987,1143,504,3,0.0059523809523800006
594,1144,504,2,0.003968253968253
1832,1145,504,1,0.001984126984126
1778,1146,504,0,0.0
1404,1147,504,0,0.0
207,1148,504,1,0.001984126984126
1294,1149,504,0,0.0
1087,1150,504,4,0.007936507936507001
1563,1151,504,1,0.001984126984126
256,1152,504,0,0.0
1396,1153,504,1,0.001984126984126
1139,1154,504,2,0.003968253968253
709,1155,504,1,0.001984126984126
173,1156,503,3,0.005964214711729
856,1157,503,0,0.0
521,1158,503,1,0.001988071570576
1997,1159,503,1,0.001988071570576
1662,1160,503,0,0.0
1974,1161,500,1,0.002
1603,1162,500,0,0.0
1442,1163,483,0,0.0
348,1164,483,2,0.004140786749482
1320,1165,483,1,0.002070393374741
1039,1166,483,0,0.0
740,1167,483,0,0.0
40,1168,483,0,0.0
920,1169,483,1,0.002070393374741
501,1170,483,1,0.002070393374741
1088,1171,483,0,0.0
613,1172,483,0,0.0
80,1173,483,4,0.008281573498964
988,1174,483,0,0.0
595,1175,483,1,0.002070393374741
1853,1176,482,1,0.00207468879668
1779,1177,482,0,0.0
1405,1178,482,3,0.006224066390041001
208,1179,482,1,0.00207468879668
1296,1180,482,1,0.00207468879668
512,1181,482,1,0.00207468879668
1896,1182,482,0,0.0
1762,1183,457,1,0.002188183807439
1435,1184,457,1,0.002188183807439
301,1185,457,1,0.002188183807439
1258,1186,457,0,0.0
1186,1187,457,0,0.0
620,1188,457,4,0.008752735229759001
138,1189,457,0,0.0
833,1190,457,3,0.006564551422319
1377,1191,457,0,0.0
1193,1192,457,3,0.006564551422319
779,1193,457,2,0.004376367614879
193,1194,457,2,0.004376367614879
845,1195,457,2,0.004376367614879
446,1196,457,0,0.0
1888,1197,457,0,0.0
1630,1198,457,0,0.0
1539,1199,457,0,0.0
371,1200,457,1,0.002188183807439
1418,1201,457,1,0.002188183807439
343,1202,457,0,0.0
1230,1203,439,0,0.0
1075,1204,439,0,0.0
605,1205,439,0,0.0
128,1206,439,0,0.0
963,1207,439,2,0.004555808656036
476,1208,439,1,0.002277904328018
1850,1209,439,1,0.002277904328018
1697,1210,439,0,0.0
4,1211,439,0,0.0
875,1212,439,0,0.0
461,1213,439,0,0.0
1958,1214,439,0,0.0
1625,1215,439,0,0.0
1468,1216,439,1,0.002277904328018
363,1217,439,0,0.0
1207,1218,439,1,0.002277904328018
1174,1219,439,0,0.0
703,1220,439,0,0.0
1641,1221,439,1,0.002277904328018
1461,1222,439,1,0.002277904328018
292,1223,424,1,0.0023584905660370002
1236,1224,424,0,0.0
1004,1225,424,3,0.007075471698113
747,1226,424,1,0.0023584905660370002
122,1227,424,2,0.0047169811320750005
927,1228,424,1,0.0023584905660370002
424,1229,424,0,0.0
1859,1230,423,0,0.0
741,1231,423,1,0.0023640661938530002
41,1232,423,0,0.0
921,1233,422,0,0.0
504,1234,422,0,0.0
1975,1235,422,1,0.0023696682464450004
1604,1236,422,0,0.0
1443,1237,422,0,0.0
349,1238,422,1,0.0023696682464450004
1321,1239,422,0,0.0
1040,1240,422,1,0.0023696682464450004
1242,1241,420,1,0.0023809523809520004
1060,1242,420,0,0.0
714,1243,411,0,0.0
69,1244,411,4,0.009732360097323001
830,1245,411,0,0.0
466,1246,411,0,0.0
1911,1247,411,0,0.0
1620,1248,411,0,0.0
1579,1249,411,0,0.0
282,1250,411,0,0.0
1870,1251,411,0,0.0
1791,1252,411,0,0.0
1426,1253,411,1,0.00243309002433
390,1254,411,0,0.0
1388,1255,411,1,0.00243309002433
1052,1256,411,1,0.00243309002433
790,1257,411,1,0.00243309002433
21,1258,411,3,0.0072992700729920005
895,1259,411,0,0.0
546,1260,411,3,0.0072992700729920005
221,1261,410,0,0.0
1273,1262,410,0,0.0
1178,1263,397,1,0.002518891687657
673,1264,397,0,0.0
92,1265,397,0,0.0
813,1266,397,1,0.002518891687657
537,1267,397,2,0.005037783375314
1989,1268,397,0,0.0
1771,1269,397,0,0.0
1570,1270,397,2,0.005037783375314
447,1271,397,1,0.002518891687657
1889,1272,397,0,0.0
1631,1273,397,2,0.005037783375314
1540,1274,397,0,0.0
372,1275,397,2,0.005037783375314
1378,1276,397,0,0.0
1194,1277,396,2,0.005050505050505001
780,1278,396,1,0.0025252525252520003
194,1279,396,1,0.0025252525252520003
846,1280,396,0,0.0
311,1281,396,1,0.0025252525252520003
1212,1282,396,2,0.005050505050505001
1121,1283,378,2,0.005291005291005
756,1284,378,1,0.002645502645502
26,1285,378,2,0.005291005291005
974,1286,378,0,0.0
551,1287,378,1,0.002645502645502
1940,1288,378,0,0.0
1670,1289,378,0,0.0
1586,1290,378,1,0.002645502645502
496,1291,378,0,0.0
1921,1292,378,0,0.0
1718,1293,378,1,0.002645502645502
1479,1294,378,1,0.002645502645502
297,1295,378,0,0.0
1340,1296,378,0,0.0
1145,1297,378,0,0.0
681,1298,378,1,0.002645502645502
73,1299,378,0,0.0
901,1300,378,0,0.0
1473,1301,379,0,0.0
237,1302,379,1,0.0026385224274400004
1218,1303,362,1,0.002762430939226
1064,1304,362,0,0.0
650,1305,362,0,0.0
160,1306,362,0,0.0
914,1307,362,0,0.0
470,1308,362,0,0.0
1845,1309,362,0,0.0
1647,1310,362,1,0.002762430939226
977,1311,362,0,0.0
579,1312,362,2,0.005524861878453
1822,1313,362,1,0.002762430939226
1690,1314,362,2,0.005524861878453
1519,1315,362,0,0.0
230,1316,362,0,0.0
1333,1317,362,1,0.002762430939226
1016,1318,362,0,0.0
638,1319,362,0,0.0
50,1320,362,1,0.002762430939226
1027,1321,362,0,0.0
796,1322,361,2,0.005540166204986
59,1323,341,2,0.005865102639296
938,1324,341,1,0.002932551319648
410,1325,341,0,0.0
1818,1326,341,1,0.002932551319648
1757,1327,341,0,0.0
1583,1328,341,0,0.0
362,1329,341,0,0.0
1243,1330,341,2,0.005865102639296
1605,1331,341,1,0.002932551319648
1444,1332,341,0,0.0
350,1333,341,1,0.002932551319648
1322,1334,341,1,0.002932551319648
1041,1335,341,1,0.002932551319648
742,1336,341,0,0.0
42,1337,341,0,0.0
922,1338,341,0,0.0
505,1339,341,0,0.0
1992,1340,341,1,0.002932551319648
1352,1341,342,2,0.005847953216374001
1070,1342,342,1,0.0029239766081870003
723,1343,329,1,0.0030395136778110002
11,1344,329,1,0.0030395136778110002
866,1345,329,0,0.0
485,1346,329,1,0.0030395136778110002
1954,1347,329,1,0.0030395136778110002
1751,1348,329,0,0.0
1454,1349,329,0,0.0
244,1350,329,0,0.0
1941,1351,329,1,0.0030395136778110002
1711,1352,329,0,0.0
1532,1353,329,0,0.0
271,1354,329,0,0.0
1309,1355,329,0,0.0
1109,1356,329,0,0.0
759,1357,329,1,0.0030395136778110002
115,1358,329,0,0.0
884,1359,329,0,0.0
406,1360,329,0,0.0
867,1361,329,1,0.0030395136778110002
489,1362,329,1,0.0030395136778110002
1976,1363,322,0,0.0
1774,1364,322,1,0.0031055900621110005
1455,1365,322,0,0.0
245,1366,322,0,0.0
1353,1367,322,0,0.0
1071,1368,322,0,0.0
724,1369,322,0,0.0
12,1370,322,0,0.0
365,1371,322,1,0.0031055900621110005
1244,1372,322,0,0.0
1028,1373,322,0,0.0
797,1374,322,0,0.0
60,1375,322,0,0.0
939,1376,322,0,0.0
411,1377,322,1,0.0031055900621110005
1819,1378,322,0,0.0
1758,1379,322,0,0.0
1584,1380,322,1,0.0031055900621110005
748,1381,321,1,0.003115264797507
123,1382,321,0,0.0
928,1383,310,0,0.0
437,1384,310,0,0.0
1860,1385,310,0,0.0
1642,1386,310,0,0.0
1462,1387,310,0,0.0
293,1388,310,0,0.0
1237,1389,310,0,0.0
1005,1390,310,0,0.0
1520,1391,310,0,0.0
231,1392,310,0,0.0
1334,1393,310,0,0.0
1020,1394,310,1,0.0032258064516120003
639,1395,310,0,0.0
51,1396,310,0,0.0
978,1397,310,0,0.0
580,1398,310,0,0.0
1823,1399,310,1,0.0032258064516120003
1691,1400,310,0,0.0
1854,1401,310,1,0.0032258064516120003
1780,1402,310,0,0.0
1406,1403,300,0,0.0
215,1404,300,0,0.0
1297,1405,300,0,0.0
1112,1406,300,0,0.0
614,1407,300,1,0.003333333333333
81,1408,300,0,0.0
989,1409,300,0,0.0
596,1410,299,2,0.006688963210702
1122,1411,299,2,0.006688963210702
757,1412,299,1,0.003344481605351
27,1413,299,0,0.0
975,1414,299,0,0.0
552,1415,299,1,0.003344481605351
1945,1416,299,0,0.0
1671,1417,299,0,0.0
1587,1418,299,0,0.0
312,1419,299,2,0.006688963210702
1213,1420,299,1,0.003344481605351
506,1421,297,0,0.0
1993,1422,297,1,0.0033670033670030004
1606,1423,287,2,0.006968641114982001
1483,1424,287,0,0.0
351,1425,287,2,0.006968641114982001
1323,1426,287,0,0.0
1042,1427,287,0,0.0
762,1428,287,0,0.0
43,1429,287,0,0.0
929,1430,287,0,0.0
1347,1431,287,0,0.0
1116,1432,287,0,0.0
775,1433,287,0,0.0
181,1434,287,0,0.0
957,1435,287,0,0.0
428,1436,287,1,0.0034843205574910004
1944,1437,287,0,0.0
1681,1438,286,0,0.0
1516,1439,286,0,0.0
264,1440,286,0,0.0
1285,1441,287,0,0.0
1169,1442,287,0,0.0
661,1443,279,0,0.0
107,1444,279,0,0.0
947,1445,279,0,0.0
419,1446,279,0,0.0
1965,1447,279,0,0.0
1614,1448,279,1,0.003584229390681
1549,1449,279,0,0.0
393,1450,279,0,0.0
1927,1451,279,0,0.0
1704,1452,279,0,0.0
1497,1453,279,0,0.0
287,1454,279,0,0.0
1316,1455,279,0,0.0
1093,1456,279,0,0.0
628,1457,279,0,0.0
33,1458,279,1,0.003584229390681
820,1459,279,0,0.0
590,1460,279,0,0.0
222,1461,277,1,0.0036101083032490005
1274,1462,277,1,0.0036101083032490005
1179,1463,272,0,0.0
674,1464,272,0,0.0
93,1465,272,1,0.0036764705882350005
814,1466,272,0,0.0
538,1467,272,0,0.0
1990,1468,272,0,0.0
1772,1469,272,0,0.0
1571,1470,272,0,0.0
547,1471,272,1,0.0036764705882350005
1871,1472,272,1,0.0036764705882350005
1792,1473,272,0,0.0
1427,1474,272,0,0.0
391,1475,272,0,0.0
1389,1476,272,0,0.0
1053,1477,272,0,0.0
791,1478,272,0,0.0
22,1479,272,1,0.0036764705882350005
896,1480,272,0,0.0
174,1481,271,0,0.0
857,1482,271,0,0.0
522,1483,262,0,0.0
1998,1484,262,0,0.0
1731,1485,262,1,0.003816793893129
1573,1486,262,0,0.0
274,1487,262,0,0.0
1397,1488,262,0,0.0
1140,1489,262,1,0.003816793893129
717,1490,262,0,0.0
1436,1491,262,0,0.0
302,1492,262,1,0.003816793893129
1259,1493,262,0,0.0
1187,1494,262,0,0.0
621,1495,262,0,0.0
139,1496,262,1,0.003816793893129
834,1497,262,1,0.003816793893129
513,1498,262,1,0.003816793893129
1912,1499,262,0,0.0
1763,1500,262,0,0.0
1146,1501,262,0,0.0
682,1502,262,0,0.0
74,1503,254,0,0.0
902,1504,254,0,0.0
497,1505,254,0,0.0
1922,1506,254,0,0.0
1719,1507,254,0,0.0
1480,1508,254,1,0.003937007874015
298,1509,254,0,0.0
1341,1510,254,0,0.0
1770,1511,254,1,0.003937007874015
1597,1512,254,1,0.003937007874015
381,1513,254,0,0.0
1373,1514,254,0,0.0
1128,1515,254,0,0.0
753,1516,254,1,0.003937007874015
154,1517,254,0,0.0
841,1518,254,0,0.0
564,1519,254,0,0.0
1804,1520,254,0,0.0
448,1521,254,0,0.0
1890,1522,254,0,0.0
1632,1523,241,0,0.0
1541,1524,241,1,0.00414937759336
373,1525,241,0,0.0
1379,1526,241,1,0.00414937759336
1195,1527,241,1,0.00414937759336
781,1528,241,0,0.0
195,1529,241,0,0.0
847,1530,241,1,0.00414937759336
1358,1531,241,1,0.00414937759336
1105,1532,241,2,0.008298755186721001
725,1533,241,0,0.0
13,1534,241,0,0.0
868,1535,240,0,0.0
490,1536,240,1,0.0041666666666660005
1977,1537,240,0,0.0
1775,1538,240,2,0.008333333333333
1456,1539,240,1,0.0041666666666660005
246,1540,240,1,0.0041666666666660005
964,1541,238,0,0.0
477,1542,238,0,0.0
1851,1543,232,1,0.004310344827586
1698,1544,232,0,0.0
1419,1545,232,0,0.0
344,1546,232,0,0.0
1231,1547,232,0,0.0
1076,1548,232,0,0.0
606,1549,232,0,0.0
129,1550,232,1,0.004310344827586
202,1551,232,1,0.004310344827586
1202,1552,232,0,0.0
1025,1553,231,0,0.0
631,1554,231,1,0.004329004329004
36,1555,231,1,0.004329004329004
889,1556,231,0,0.0
488,1557,231,0,0.0
1917,1558,231,0,0.0
1675,1559,231,1,0.004329004329004
1566,1560,230,0,0.0
1692,1561,230,0,0.0
1521,1562,230,0,0.0
232,1563,222,1,0.0045045045045040005
1335,1564,221,0,0.0
1021,1565,221,0,0.0
640,1566,221,2,0.009049773755656
52,1567,221,0,0.0
979,1568,221,0,0.0
581,1569,221,1,0.004524886877828
1824,1570,221,0,0.0
766,1571,221,0,0.0
124,1572,221,0,0.0
933,1573,221,1,0.004524886877828
438,1574,221,2,0.009049773755656
1861,1575,221,1,0.004524886877828
1643,1576,220,0,0.0
1463,1577,220,1,0.0045454545454540005
324,1578,219,0,0.0
1247,1579,219,0,0.0
1006,1580,219,1,0.0045662100456620005
1913,1581,218,0,0.0
1764,1582,218,0,0.0
1437,1583,212,0,0.0
303,1584,212,0,0.0
1260,1585,212,0,0.0
1188,1586,212,0,0.0
622,1587,212,1,0.0047169811320750005
140,1588,212,0,0.0
835,1589,212,0,0.0
514,1590,212,0,0.0
1029,1591,212,0,0.0
798,1592,212,0,0.0
61,1593,212,0,0.0
940,1594,212,1,0.0047169811320750005
412,1595,212,1,0.0047169811320750005
1820,1596,212,2,0.009433962264150001
1759,1597,212,0,0.0
1589,1598,212,1,0.0047169811320750005
367,1599,212,0,0.0
1245,1600,212,0,0.0
1799,1601,213,0,0.0
1599,1602,213,0,0.0
399,1603,209,0,0.0
1399,1604,209,2,0.00956937799043
1199,1605,209,0,0.0
799,1606,208,1,0.004807692307692
199,1607,208,2,0.009615384615384
999,1608,208,1,0.004807692307692
540,1609,208,2,0.009615384615384
1884,1610,208,0,0.0
715,1611,208,0,0.0
5,1612,208,0,0.0
876,1613,208,0,0.0
478,1614,208,0,0.0
1959,1615,208,0,0.0
1626,1616,208,0,0.0
1469,1617,208,0,0.0
364,1618,208,0,0.0
1208,1619,208,0,0.0
1175,1620,207,1,0.004830917874396001
1808,1621,205,0,0.0
1746,1622,205,0,0.0
1533,1623,198,1,0.005050505050505001
308,1624,198,0,0.0
